reference,office,opened,closed,case_type,band,worker,extract_date
CC-2023-14709,Weybridge,2023-07-07,2023-10-07,Appeal,,W232,2026-01-14
CC-2025-90603,Weybridge,2025-05-02,2025-06-29,Complex,Medium,W191,2026-01-14
CC-2024-13106,Calder Central,2024-09-27,2024-10-09,Standard,Medium,W183,2026-01-14
CC-2025-90302,Weybridge,2025-01-18,2025-04-11,Review,Low,W138,2026-01-14
CC-2024-21351,Weybridge,2024-09-27,2024-10-22,Standard,Medium,W227,2026-01-14
CC-2025-21126,Northgate,2025-07-25,2025-08-23,Standard,High,W147,2026-01-14
CC-2024-11261,Weybridge,2024-11-18,2025-06-14,Review,Medium,W248,2026-01-14
CC-2024-90624,Calder Central,2024-05-20,2024-06-13,Review,Medium,W208,2026-01-14
CC-2024-16180,Weybridge,2024-12-30,2025-04-29,Complex,Low,W158,2026-01-14
CC-2023-23893,Calder Central,2023-08-22,2023-09-14,Standard,,W212,2026-01-14
CC-2025-17525,Calder Central,2025-06-08,2025-08-25,Complex,Low,W219,2026-01-14
CC-2025-90409,Weybridge,2025-09-29,2025-12-10,Standard,Medium,W141,2026-01-14
CC-2025-10891,Calder Central,2025-04-14,2025-06-02,Complex,Low,W185,2026-01-14
CC-2024-90762,Weybridge,2024-03-11,2024-03-24,Expedited,Medium,W214,2026-01-14
CC-2025-90301,Calder Central,2025-08-09,2025-09-28,Complex,Medium,W231,2026-01-14
CC-2024-11005,Weybridge,2024-04-18,2024-01-03,Standard,Medium,W183,2026-01-14
CC-2025-14791,Weybridge,2025-03-31,2025-07-28,Complex,Low,W246,2026-01-14
CC-2025-90325,Calder Central,2025-01-28,2025-05-25,Complex,Low,W196,2026-01-14
CC-2023-21647,Weybridge,2023-11-07,2024-01-03,Standard,,W141,2026-01-14
CC-2024-10857,Calder Central,2024-06-25,2024-08-08,Appeal,Low,W130,2026-01-14
CC-2023-19345,Calder Central,2023-10-27,2023-12-09,Standard,,W156,2026-01-14
CC-2025-12546,Northgate,2025-09-21,2025-11-20,Appeal,Low,W131,2026-01-14
CC-2024-22894,Northgate,2024-06-01,2024-07-29,Review,Medium,W188,2026-01-14
CC-2023-14825,Calder Central,2023-10-28,2023-11-16,Standard,,W172,2026-01-14
CC-2024-20901,Northgate,2024-09-13,2025-02-04,Complex,Low,W203,2026-01-14
CC-2024-17008,Calder Central,2024-01-07,2024-02-11,Standard,,W252,2026-01-14
CC-2024-16150,Calder Central,2024-01-04,2024-02-05,Standard,,W165,2026-01-14
CC-2025-19124,Weybridge,2025-05-16,2025-10-04,Appeal,Medium,W246,2026-01-14
CC-2025-14936,Northgate,2025-08-22,2025-12-26,Standard,Low,W122,2026-01-14
CC-2025-14835,Northgate,2025-12-12,,Standard,Low,W132,2026-01-14
CC-2024-18716,Northgate,2024-04-10,2024-07-27,Complex,Low,W136,2026-01-14
CC-2025-14685,Weybridge,2025-09-18,2025-10-25,Standard,Medium,W153,2026-01-14
CC-2024-90538,Calder Central,2024-02-13,2024-03-27,Appeal,,W250,2026-01-14
CC-2025-11868,Calder Central,2025-12-19,,Expedited,Low,W231,2026-01-14
CC-2024-90738,Weybridge,2024-06-22,2024-08-03,Standard,High,W252,2026-01-14
CC-2025-21289,Calder Central,2025-03-11,2025-04-28,Standard,Low,W195,2026-01-14
CC-2024-17753,Calder Central,2024-08-17,2024-09-11,Standard,Low,W112,2026-01-14
CC-2025-18112,Weybridge,2025-08-19,2025-12-01,Standard,Medium,W122,2026-01-14
CC-2025-90471,Calder Central,2025-04-27,2025-06-03,Standard,Medium,W230,2026-01-14
CC-2024-11390,Northgate,2024-01-27,2024-02-23,Standard,,W147,2026-01-14
CC-2023-12497,Northgate,2023-11-08,2023-12-17,Standard,,W185,2026-01-14
CC-2024-90193,Weybridge,2024-02-20,2024-02-29,Expedited,,W132,2026-01-14
CC-2025-12017,Weybridge,2025-02-02,2025-07-06,Standard,Low,W172,2026-01-14
CC-2025-13957,Northgate,2025-03-21,2025-04-10,Standard,Low,W106,2026-01-14
CC-2025-23973,Northgate,2025-08-10,2025-09-02,Standard,High,W258,2026-01-14
CC-2024-13367,Weybridge,2024-10-24,2024-11-28,Expedited,Low,W210,2026-01-14
CC-2025-12899,Northgate,2025-12-21,,Complex,Low,W236,2026-01-14
CC-2024-13793,Calder Central,2024-11-13,,Appeal,Medium,W204,2026-01-14
CC-2024-13239,Weybridge,2024-09-20,2024-10-10,Expedited,Medium,W142,2026-01-14
CC-2023-12534,Northgate,2023-09-10,2023-10-19,Standard,,W210,2026-01-14
CC-2025-10814,Northgate,2025-08-02,2025-08-30,Standard,Low,W170,2026-01-14
CC-2025-90123,Weybridge,2025-03-03,2025-03-29,Expedited,Medium,W221,2026-01-14
CC-2024-24036,Northgate,2024-03-29,2024-06-25,Complex,Medium,W211,2026-01-14
CC-2024-13923,Weybridge,2024-04-27,2024-07-13,Complex,Medium,W141,2026-01-14
CC-2024-90225,Northgate,2024-02-23,2024-04-16,Standard,,W258,2026-01-14
CC-2023-20036,Calder Central,2023-07-16,2023-08-25,Review,,W195,2026-01-14
CC-2025-12692,Northgate,2025-05-23,2025-06-23,Appeal,Medium,W252,2026-01-14
CC-2024-90573,Northgate,2024-09-28,2024-10-31,Standard,Medium,W167,2026-01-14
CC-2024-17420,Weybridge,2024-11-15,2025-03-26,Complex,High,W110,2026-01-14
CC-2024-10285,Northgate,2024-04-26,2024-07-10,Complex,Low,W141,2026-01-14
CC-2024-90273,Weybridge,2024-08-13,2024-10-12,Review,Low,W172,2026-01-14
CC-2025-17040,Calder Central,2025-08-04,,Complex,Medium,W241,2026-01-14
CC-2024-90379,Weybridge,2024-04-27,2024-06-22,Appeal,Low,W205,2026-01-14
CC-2024-12965,Weybridge,2024-06-12,2024-07-14,Standard,High,W249,2026-01-14
CC-2023-21260,Weybridge,2023-11-01,2023-12-07,Standard,,W251,2026-01-14
CC-2025-14865,Northgate,2025-08-14,2025-11-24,Complex,High,W229,2026-01-14
CC-2023-23327,Calder Central,2023-10-24,2023-11-09,Standard,,W162,2026-01-14
CC-2025-18565,Weybridge,2025-08-22,,Complex,Low,W224,2026-01-14
CC-2024-17526,Weybridge,2024-11-24,2025-03-18,Standard,Low,W226,2026-01-14
CC-2023-11069,Calder Central,2023-11-11,2023-11-30,Standard,,W146,2026-01-14
CC-2025-13142,Northgate,2025-11-19,2025-12-22,Complex,Low,W208,2026-01-14
CC-2024-19115,Northgate,2024-10-04,2024-10-19,Expedited,Medium,W124,2026-01-14
CC-2023-16484,Northgate,2023-08-07,2023-08-19,Standard,,W187,2026-01-14
CC-2024-19461,Calder Central,2024-05-17,2024-07-22,Complex,Low,W194,2026-01-14
CC-2024-22758,Weybridge,2024-05-22,2024-06-06,Expedited,Low,W243,2026-01-14
CC-2024-90441,Northgate,2024-08-10,2024-08-29,Standard,Low,W113,2026-01-14
CC-2025-20755,Calder Central,2025-02-21,2025-03-08,Expedited,Medium,W111,2026-01-14
CC-2025-19367,Weybridge,2025-07-22,2025-12-21,Review,Medium,W230,2026-01-14
CC-2024-19252,Weybridge,2024-11-17,2025-01-01,Expedited,Medium,W197,2026-01-14
CC-2025-15886,Weybridge,2025-01-17,2025-03-04,Standard,Medium,W249,2026-01-14
CC-2024-22834,Weybridge,2024-10-30,2025-01-27,Standard,Medium,W120,2026-01-14
CC-2025-22860,Calder Central,2025-10-04,,Complex,Low,W122,2026-01-14
CC-2023-14316,Calder Central,2023-08-30,2023-09-06,Expedited,,W250,2026-01-14
CC-2024-14850,Northgate,2024-05-23,2024-06-24,Standard,Medium,W126,2026-01-14
CC-2024-15858,Calder Central,2024-05-27,2024-07-01,Standard,Low,W174,2026-01-14
CC-2025-16002,Northgate,2025-02-21,2025-03-23,Complex,Low,W122,2026-01-14
CC-2024-16290,Calder Central,2024-09-18,2024-10-27,Standard,Medium,W249,2026-01-14
CC-2024-10085,Northgate,2024-06-05,2024-06-18,Expedited,Medium,W194,2026-01-14
CC-2025-22062,Weybridge,2025-07-14,2025-09-18,Standard,Medium,W160,2026-01-14
CC-2024-14345,Weybridge,2024-08-20,2025-01-09,Complex,Low,W128,2026-01-14
CC-2024-20549,Weybridge,2024-10-18,2025-02-05,Appeal,Medium,W198,2026-01-14
CC-2024-13225,Northgate,2024-11-27,2024-12-13,Standard,Medium,W108,2026-01-14
CC-2024-90696,Northgate,2024-10-17,2024-11-26,Standard,Medium,W197,2026-01-14
CC-2024-19916,Northgate,2024-09-20,2024-11-18,Complex,Low,W221,2026-01-14
CC-2024-16797,Weybridge,2024-01-24,2024-02-26,Complex,,W158,2026-01-14
CC-2025-14903,Calder Central,2025-09-21,2025-10-28,Standard,Low,W180,2026-01-14
CC-2024-23081,Northgate,2024-06-18,2024-09-26,Complex,Low,W107,2026-01-14
CC-2024-90418,Northgate,2024-04-07,2024-04-22,Expedited,Medium,W135,2026-01-14
CC-2023-20513,Northgate,2023-11-20,2023-12-30,Complex,,W156,2026-01-14
CC-2024-90219,Weybridge,2024-10-26,2025-02-03,Standard,Medium,W133,2026-01-14
CC-2025-90220,Weybridge,2025-06-20,,Complex,High,W107,2026-01-14
CC-2025-17319,Northgate,2025-04-18,2025-06-06,Standard,Low,W136,2026-01-14
CC-2024-17021,Weybridge,2024-03-01,2024-03-26,Review,High,W133,2026-01-14
CC-2025-19896,Weybridge,2025-12-07,,Review,Medium,W217,2026-01-14
CC-2025-90534,Northgate,2025-03-21,2025-04-30,Review,Low,W241,2026-01-14
CC-2024-90234,Northgate,2024-12-01,2025-01-29,Complex,Low,W176,2026-01-14
CC-2023-18030,Calder Central,2023-08-22,2023-12-05,Complex,,W255,2026-01-14
CC-2025-19639,Calder Central,2025-07-25,2025-08-25,Expedited,Medium,W182,2026-01-14
CC-2023-11622,Calder Central,2023-08-20,2023-12-05,Complex,,W131,2026-01-14
CC-2024-20876,Calder Central,2024-09-21,2024-10-24,Standard,Low,W136,2026-01-14
CC-2025-23354,Northgate,2025-04-20,2025-06-27,Standard,Low,W253,2026-01-14
CC-2025-12039,Weybridge,2025-11-03,,Complex,Low,W239,2026-01-14
CC-2024-18091,Calder Central,2024-08-28,2024-07-30,Complex,Low,W216,2026-01-14
CC-2025-15939,Calder Central,2025-02-15,2025-03-12,Standard,Low,W242,2026-01-14
CC-2023-18533,Northgate,2023-09-28,2023-05-14,Standard,,W129,2026-01-14
CC-2025-20131,Weybridge,2025-12-27,,Review,Low,W199,2026-01-14
CC-2023-16461,Northgate,2023-12-10,2024-02-23,Review,,W218,2026-01-14
CC-2023-22453,Calder Central,2023-12-21,2024-02-04,Complex,,W146,2026-01-14
CC-2023-12091,Calder Central,2023-07-04,2023-08-14,Standard,,W247,2026-01-14
CC-2025-19696,Calder Central,2025-10-11,,Complex,Low,W227,2026-01-14
CC-2025-13664,Calder Central,2025-11-12,2025-12-12,Standard,High,W232,2026-01-14
CC-2024-90315,Northgate,2024-11-13,2024-12-10,Standard,Low,W178,2026-01-14
CC-2023-23008,Calder Central,2023-09-16,2023-11-13,Complex,,W250,2026-01-14
CC-2025-90162,Northgate,2025-07-31,2025-08-25,Review,High,W172,2026-01-14
CC-2023-13571,Calder Central,2023-09-22,2023-10-02,Expedited,,W126,2026-01-14
CC-2024-23697,Calder Central,2024-10-02,2024-11-10,Standard,Low,W112,2026-01-14
CC-2025-14716,Calder Central,2025-01-14,2025-03-11,Appeal,Low,W186,2026-01-14
CC-2024-13547,Northgate,2024-10-05,2024-10-11,Expedited,High,W120,2026-01-14
CC-2025-12972,Weybridge,2025-11-05,2025-12-19,Standard,Medium,W170,2026-01-14
CC-2025-22082,Calder Central,2025-05-30,2025-06-19,Standard,Medium,W175,2026-01-14
CC-2025-12555,Calder Central,2025-10-08,2025-10-17,Expedited,Low,W159,2026-01-14
CC-2025-19359,Calder Central,2025-02-01,2025-02-07,Expedited,Low,W102,2026-01-14
CC-2024-16010,Calder Central,2024-05-17,2024-07-02,Review,High,W162,2026-01-14
CC-2024-23394,Northgate,2024-08-25,,Complex,Medium,W146,2026-01-14
CC-2024-10478,Northgate,2024-08-07,2024-09-29,Complex,Medium,W187,2026-01-14
CC-2023-12506,Weybridge,2023-11-19,2023-12-10,Standard,,W231,2026-01-14
CC-2025-11788,Northgate,2025-10-22,2025-11-15,Standard,Low,W104,2026-01-14
CC-2025-19867,Northgate,2025-04-26,2025-07-08,Complex,Medium,W162,2026-01-14
CC-2024-23177,Northgate,2024-05-21,2024-06-08,Standard,Low,W257,2026-01-14
CC-2024-21645,Calder Central,2024-03-05,2023-06-14,Standard,Low,W220,2026-01-14
CC-2025-15000,Calder Central,2025-08-05,2024-10-10,Expedited,Medium,W247,2026-01-14
CC-2024-16267,Northgate,2024-09-06,2024-11-04,Complex,High,W102,2026-01-14
CC-2025-10758,Calder Central,2025-06-17,2025-07-25,Standard,Low,W160,2026-01-14
CC-2025-90057,Northgate,2025-06-01,2025-07-14,Complex,Low,W137,2026-01-14
CC-2023-22555,Calder Central,2023-12-16,2024-01-03,Standard,,W252,2026-01-14
CC-2024-19501,Calder Central,2024-11-03,2024-11-26,Standard,Medium,W197,2026-01-14
CC-2024-90139,Calder Central,2024-09-26,2024-11-29,Complex,Low,W161,2026-01-14
CC-2025-22067,Weybridge,2025-03-15,2024-06-11,Expedited,Medium,W198,2026-01-14
CC-2024-12008,Northgate,2024-04-05,2024-05-15,Appeal,Low,W166,2026-01-14
CC-2024-90561,Weybridge,2024-01-04,2024-01-21,Standard,,W237,2026-01-14
CC-2024-90210,Weybridge,2024-12-05,2025-01-04,Expedited,Low,W108,2026-01-14
CC-2024-90393,Northgate,2024-02-15,2024-02-21,Expedited,,W194,2026-01-14
CC-2024-11917,Northgate,2024-08-10,2024-10-02,Complex,Medium,W200,2026-01-14
CC-2025-19344,Northgate,2025-07-06,2025-07-24,Appeal,High,W180,2026-01-14
CC-2024-20137,Weybridge,2024-07-11,2024-08-16,Standard,Medium,W199,2026-01-14
CC-2025-90439,Northgate,2025-02-16,2025-04-06,Review,Low,W252,2026-01-14
CC-2025-15047,Northgate,2025-06-15,2025-10-27,Complex,Low,W244,2026-01-14
CC-2023-22056,Northgate,2023-07-21,2023-08-02,Standard,,W167,2026-01-14
CC-2025-22643,Northgate,2025-09-02,2025-11-01,Complex,Low,W200,2026-01-14
CC-2025-14524,Northgate,2025-08-02,2025-09-17,Complex,Medium,W260,2026-01-14
CC-2024-22973,Calder Central,2024-01-11,2024-01-29,Standard,,W194,2026-01-14
CC-2023-10527,Calder Central,2023-09-14,2023-11-10,Complex,,W134,2026-01-14
CC-2024-19531,Northgate,2024-01-14,2024-03-15,Complex,,W139,2026-01-14
CC-2023-22604,Northgate,2023-10-09,2023-11-05,Standard,,W172,2026-01-14
CC-2023-21085,Northgate,2023-09-19,2023-11-06,Standard,,W129,2026-01-14
CC-2025-90156,Northgate,2025-10-31,,Appeal,Low,W190,2026-01-14
CC-2024-19759,Weybridge,2024-02-13,2024-07-02,Expedited,,W244,2026-01-14
CC-2023-17298,Calder Central,2023-12-30,2024-02-22,Standard,,W234,2026-01-14
CC-2025-14500,Calder Central,2025-03-15,2025-04-24,Review,Medium,W129,2026-01-14
CC-2025-19611,Calder Central,2025-08-09,2025-09-04,Standard,Low,W249,2026-01-14
CC-2025-90316,Weybridge,2025-08-25,2025-11-21,Appeal,Medium,W104,2026-01-14
CC-2024-23725,Weybridge,2024-01-03,2024-01-10,Expedited,,W104,2026-01-14
CC-2024-20207,Calder Central,2024-09-12,2024-09-22,Expedited,Medium,W197,2026-01-14
CC-2025-13342,Calder Central,2025-03-19,2025-04-16,Standard,Low,W110,2026-01-14
CC-2023-22878,Northgate,2023-07-26,2023-08-15,Standard,,W233,2026-01-14
CC-2025-22306,Calder Central,2025-06-29,2025-09-04,Complex,Low,W192,2026-01-14
CC-2024-15790,Weybridge,2024-10-12,2024-12-15,Standard,Medium,W146,2026-01-14
CC-2025-21204,Calder Central,2025-04-29,2025-05-21,Standard,Medium,W187,2026-01-14
CC-2023-13302,Calder Central,2023-10-04,2023-10-27,Standard,,W111,2026-01-14
CC-2024-14698,Calder Central,2024-12-17,2025-03-16,Appeal,Low,W181,2026-01-14
CC-2023-22495,Calder Central,2023-07-19,2023-09-19,Standard,,W243,2026-01-14
CC-2025-20065,Calder Central,2025-04-29,2025-05-27,Complex,Low,W153,2026-01-14
CC-2024-11431,Weybridge,2024-02-22,2024-05-12,Complex,,W118,2026-01-14
CC-2025-13699,Weybridge,2025-01-11,2025-02-07,Standard,Low,W120,2026-01-14
CC-2025-90768,Northgate,2025-04-30,2025-05-20,Appeal,Medium,W116,2026-01-14
CC-2024-90221,Calder Central,2024-08-03,2024-09-22,Standard,Low,W259,2026-01-14
CC-2023-13835,Weybridge,2023-11-06,2023-12-28,Standard,,W131,2026-01-14
CC-2025-90726,Calder Central,2025-06-28,2025-07-19,Review,Medium,W244,2026-01-14
CC-2023-15254,Weybridge,2023-10-11,2023-11-06,Standard,,W235,2026-01-14
CC-2024-19328,Calder Central,2024-12-04,2024-12-25,Standard,High,W253,2026-01-14
CC-2024-10310,Calder Central,2024-11-14,2025-01-19,Complex,Medium,W190,2026-01-14
CC-2023-21137,Weybridge,2023-12-26,2023-11-15,Review,,W257,2026-01-14
CC-2025-19154,Weybridge,2025-04-15,2025-06-11,Expedited,High,W105,2026-01-14
CC-2024-10223,Northgate,2024-01-15,2024-03-18,Standard,,W210,2026-01-14
CC-2025-16975,Northgate,2025-12-15,,Complex,Medium,W184,2026-01-14
CC-2025-19185,Weybridge,2025-11-05,,Standard,Medium,W101,2026-01-14
CC-2024-19026,Calder Central,2024-07-12,2024-08-18,Complex,Low,W257,2026-01-14
CC-2024-90127,Northgate,2024-10-18,2024-11-04,Expedited,Low,W153,2026-01-14
CC-2025-16047,Northgate,2025-07-23,2025-08-10,Standard,High,W175,2026-01-14
CC-2024-15300,Northgate,2024-08-11,2024-10-21,Complex,Low,W200,2026-01-14
CC-2025-23520,Calder Central,2025-12-03,,Standard,Medium,W186,2026-01-14
CC-2024-90721,Weybridge,2024-05-20,2024-08-09,Complex,Low,W140,2026-01-14
CC-2024-16433,Calder Central,2024-03-30,2024-06-28,Standard,Low,W190,2026-01-14
CC-2024-23080,Northgate,2024-11-04,2025-01-16,Standard,Low,W182,2026-01-14
CC-2024-18210,Weybridge,2024-01-16,2024-03-30,Complex,,W183,2026-01-14
CC-2025-16607,Northgate,2025-05-06,2025-06-21,Review,Low,W155,2026-01-14
CC-2024-19425,Weybridge,2024-06-06,2024-07-31,Standard,Medium,W214,2026-01-14
CC-2025-12906,Calder Central,2025-08-29,2025-11-29,Complex,Low,W221,2026-01-14
CC-2024-90170,Northgate,2024-11-29,2024-12-17,Expedited,Low,W123,2026-01-14
CC-2025-15232,Calder Central,2025-12-02,,Complex,Medium,W213,2026-01-14
CC-2024-16337,Weybridge,2024-09-30,2025-01-20,Appeal,Medium,W230,2026-01-14
CC-2025-19374,Weybridge,2025-06-18,2025-08-30,Appeal,Low,W191,2026-01-14
CC-2025-11786,Northgate,2025-09-22,2025-10-21,Standard,Low,W235,2026-01-14
CC-2024-19312,Weybridge,2024-08-17,2024-10-23,Complex,High,W181,2026-01-14
CC-2025-18550,Weybridge,2025-05-05,2025-09-03,Complex,Low,W177,2026-01-14
CC-2025-21277,Weybridge,2025-03-11,2025-07-14,Complex,Low,W190,2026-01-14
CC-2023-16395,Northgate,2023-10-02,2023-10-29,Standard,,W140,2026-01-14
CC-2023-18920,Weybridge,2023-12-10,2023-12-25,Review,,W247,2026-01-14
CC-2023-18780,Northgate,2023-11-02,2023-12-01,Standard,,W131,2026-01-14
CC-2025-21155,Northgate,2025-01-23,2025-03-04,Standard,Low,W235,2026-01-14
CC-2023-18263,Northgate,2023-08-08,2023-08-30,Standard,,W180,2026-01-14
CC-2024-13540,Weybridge,2024-05-02,2024-06-20,Complex,Low,W181,2026-01-14
CC-2024-23433,Calder Central,2024-09-02,2024-10-02,Review,High,W256,2026-01-14
CC-2025-17307,Calder Central,2025-02-14,2025-03-09,Standard,Low,W113,2026-01-14
CC-2024-10219,Northgate,2024-08-20,2024-09-29,Complex,High,W136,2026-01-14
CC-2025-14017,Calder Central,2025-01-13,2025-03-09,Review,Low,W103,2026-01-14
CC-2025-23487,Weybridge,2025-08-27,,Complex,Medium,W222,2026-01-14
CC-2025-10625,Weybridge,2025-12-29,,Review,Low,W232,2026-01-14
CC-2025-19863,Northgate,2025-07-14,2025-12-28,Complex,Low,W188,2026-01-14
CC-2024-18167,Calder Central,2024-04-14,2024-05-03,Standard,Medium,W150,2026-01-14
CC-2024-23641,Weybridge,2024-01-11,,Complex,,W211,2026-01-14
CC-2025-15915,Calder Central,2025-02-01,2025-04-28,Complex,Low,W124,2026-01-14
CC-2024-12914,Northgate,2024-03-21,2024-04-26,Standard,Medium,W208,2026-01-14
CC-2025-23735,Calder Central,2025-07-14,2025-08-09,Review,High,W212,2026-01-14
CC-2025-21800,Calder Central,2025-10-12,2025-10-31,Standard,Low,W255,2026-01-14
CC-2025-11561,Calder Central,2025-11-05,2025-12-26,Complex,Low,W238,2026-01-14
CC-2024-16063,Northgate,2024-01-04,2024-02-18,Review,,W138,2026-01-14
CC-2025-23443,Weybridge,2025-08-09,,Complex,Medium,W154,2026-01-14
CC-2024-90509,Northgate,2024-02-16,2024-03-29,Appeal,,W209,2026-01-14
CC-2025-19518,Weybridge,2025-11-07,2025-12-20,Expedited,Medium,W195,2026-01-14
CC-2024-17035,Calder Central,2024-11-21,2024-12-27,Complex,High,W181,2026-01-14
CC-2025-15500,Weybridge,2025-06-02,2025-11-12,Complex,Low,W195,2026-01-14
CC-2025-12170,Weybridge,2025-10-12,2025-11-02,Expedited,Low,W206,2026-01-14
CC-2024-18904,Northgate,2024-03-16,2024-04-11,Standard,High,W215,2026-01-14
CC-2025-10884,Calder Central,2025-09-20,2025-10-03,Standard,Medium,W248,2026-01-14
CC-2024-22940,Northgate,2024-10-07,2024-10-23,Standard,Medium,W243,2026-01-14
CC-2025-18625,Northgate,2025-06-06,2025-07-12,Complex,Medium,W185,2026-01-14
CC-2025-13616,Northgate,2025-01-15,2025-01-31,Standard,Medium,W251,2026-01-14
CC-2024-18749,Northgate,2024-03-11,2024-06-12,Complex,High,W202,2026-01-14
CC-2024-20931,Calder Central,2024-05-18,2024-06-29,Appeal,Medium,W194,2026-01-14
CC-2025-18807,Northgate,2025-10-18,2025-12-02,Standard,Low,W219,2026-01-14
CC-2025-14590,Weybridge,2025-05-24,2025-08-07,Standard,Low,W229,2026-01-14
CC-2023-10760,Calder Central,2023-09-15,2022-10-08,Standard,,W249,2026-01-14
CC-2024-23406,Northgate,2024-01-11,2024-01-18,Expedited,,W175,2026-01-14
CC-2024-23846,Calder Central,2024-12-04,2025-01-07,Standard,Low,W160,2026-01-14
CC-2024-11258,Northgate,2024-01-25,2024-02-17,Appeal,,W180,2026-01-14
CC-2024-13772,Northgate,2024-06-08,2024-08-10,Standard,Medium,W207,2026-01-14
CC-2025-18403,Northgate,2025-10-06,2025-11-15,Standard,Low,W216,2026-01-14
CC-2023-18265,Weybridge,2023-10-30,2023-11-17,Standard,,W162,2026-01-14
CC-2024-17783,Calder Central,2024-06-08,2024-07-02,Standard,High,W130,2026-01-14
CC-2024-13881,Weybridge,2024-12-22,2025-05-15,Complex,Low,W171,2026-01-14
CC-2024-19110,Northgate,2024-01-08,2024-02-18,Standard,,W149,2026-01-14
CC-2024-90749,Northgate,2024-12-19,2025-01-11,Standard,Low,W250,2026-01-14
CC-2025-90456,Weybridge,2025-07-19,2025-08-15,Standard,Low,W173,2026-01-14
CC-2025-90045,Northgate,2025-03-30,2025-04-12,Standard,Low,W162,2026-01-14
CC-2024-90539,Calder Central,2024-04-08,2024-05-07,Standard,Low,W241,2026-01-14
CC-2025-90676,Weybridge,2025-11-17,2025-12-23,Standard,High,W169,2026-01-14
CC-2024-18868,Northgate,2024-10-04,2024-10-21,Standard,Low,W214,2026-01-14
CC-2025-13945,Weybridge,2025-06-24,,Complex,Low,W200,2026-01-14
CC-2025-90254,Weybridge,2025-01-24,2025-05-11,Complex,Low,W152,2026-01-14
CC-2024-10449,Weybridge,2024-08-28,2025-02-27,Complex,Low,W221,2026-01-14
CC-2024-19927,Northgate,2024-10-26,2025-01-13,Complex,High,W147,2026-01-14
CC-2025-18275,Calder Central,2025-09-02,2025-12-13,Appeal,Medium,W124,2026-01-14
CC-2025-90775,Weybridge,2025-06-23,2025-09-02,Standard,High,W140,2026-01-14
CC-2023-24121,Weybridge,2023-07-01,2023-09-21,Complex,,W155,2026-01-14
CC-2024-24176,Weybridge,2024-04-13,2024-04-27,Standard,Medium,W135,2026-01-14
CC-2025-90236,Calder Central,2025-03-07,2025-03-22,Standard,Medium,W108,2026-01-14
CC-2023-16826,Weybridge,2023-08-05,2023-09-01,Standard,,W132,2026-01-14
CC-2023-15838,Northgate,2023-12-25,2024-03-18,Appeal,,W189,2026-01-14
CC-2024-14869,Weybridge,2024-06-14,2024-08-29,Complex,Medium,W207,2026-01-14
CC-2024-16066,Weybridge,2024-10-04,2024-11-26,Review,Low,W216,2026-01-14
CC-2025-90344,Northgate,2025-08-25,2025-10-26,Review,Medium,W104,2026-01-14
CC-2024-90415,Calder Central,2024-02-03,2024-03-13,Standard,,W132,2026-01-14
CC-2025-90312,Weybridge,2025-10-09,,Complex,High,W171,2026-01-14
CC-2024-19620,Northgate,2024-11-12,2024-12-13,Standard,Medium,W147,2026-01-14
CC-2024-13172,Calder Central,2024-02-03,2024-03-04,Standard,,W104,2026-01-14
CC-2025-15807,Calder Central,2025-11-27,,Review,Low,W241,2026-01-14
CC-2023-17670,Northgate,2023-11-18,2024-01-28,Standard,,W251,2026-01-14
CC-2023-22960,Calder Central,2023-08-06,2023-09-17,Standard,,W216,2026-01-14
CC-2024-22287,Weybridge,2024-11-21,2025-03-06,Complex,Medium,W179,2026-01-14
CC-2025-18634,Weybridge,2025-04-09,2025-06-07,Complex,Low,W189,2026-01-14
CC-2024-11935,Calder Central,2024-02-23,2024-05-12,Appeal,,W149,2026-01-14
CC-2025-12274,Calder Central,2025-04-13,2025-07-14,Complex,Low,W138,2026-01-14
CC-2024-90591,Calder Central,2024-03-26,2024-04-20,Standard,Medium,W245,2026-01-14
CC-2024-22998,Calder Central,2024-02-19,2024-03-17,Standard,,W216,2026-01-14
CC-2024-17865,Weybridge,2024-06-21,2024-07-13,Standard,Medium,W181,2026-01-14
CC-2024-21570,Northgate,2024-08-23,,Complex,Medium,W205,2026-01-14
CC-2024-22724,Northgate,2024-08-14,2024-08-21,Expedited,High,W245,2026-01-14
CC-2024-90100,Calder Central,2024-06-12,2024-08-30,Complex,Low,W227,2026-01-14
CC-2025-12397,Calder Central,2025-06-13,2025-06-28,Standard,Medium,W236,2026-01-14
CC-2025-10677,Weybridge,2025-10-07,2025-12-31,Standard,Medium,W158,2026-01-14
CC-2025-19482,Calder Central,2025-07-06,2025-07-23,Standard,Medium,W146,2026-01-14
CC-2024-12447,Calder Central,2024-07-19,2024-08-04,Expedited,Low,W227,2026-01-14
CC-2023-13341,Calder Central,2023-11-21,2023-11-27,Expedited,,W185,2026-01-14
CC-2023-17808,Weybridge,2023-07-24,2023-08-06,Expedited,,W230,2026-01-14
CC-2023-11284,Northgate,2023-07-09,2023-09-19,Complex,,W260,2026-01-14
CC-2025-20407,Northgate,2025-03-11,2025-03-21,Expedited,Low,W245,2026-01-14
CC-2024-12444,Calder Central,2024-10-30,2024-12-27,Review,Low,W183,2026-01-14
CC-2025-90662,Calder Central,2025-10-02,2025-10-10,Expedited,Low,W143,2026-01-14
CC-2023-17445,Calder Central,2023-11-16,2023-12-27,Standard,,W107,2026-01-14
